event_number	date	day	month	year	location	latitude	longitude	country	industry	facility	site	unit	mode	ines	ines_guess	region	description	type	status	capacity	connection_year	comments	core_relevant	origin_description	origin	cause_description	cause	lower_limit	upper_limit
120	2009-12-01	120	120	120	Cruas, France	44.6571316	4.7625644	France	Energy	Plant	CRUAS	4	2	2.0	1 to 2	WE	Vegetation in the river Rhone, after heavy rain, blocked the water intake of the cooling system, forcing reactor shutdown, and triggering internal emergency plan; no damage or release.	PWR	Operational	956	1984		1		3		T	1.0	10.0
121	2009-11-23	121	121	121	Romney Marsh, United Kingdom	50.9790918	0.91902	United Kingdom	Energy	Plant	DUNGENESS	B2	2		0 to 1	WE	A fire occurred in the boiler annexe area and forced the shutdown of the affected reactor. Separately, during significant safety assessment work the licensee identified cables in the boiler anexes of both reactors (21 and 22 (on periodic shutdown)) that were insufficiently protected against hot gas release.	GCR	Operational	615	1985	minor safety relevance - omit (?). Issue with cables not fully considered in current assessment.	0		2		T	50.0	80.0
123	2009-11-05	123	123	123	Pierrelatte, France	44.3778474	4.6976609	France	Energy	Plant	TRICASTIN	2	0	1.0	0 to 1	WE	A fuel assembly got caught on the upper internal structures during discharge operations; evacuation and isolation of the reactor building; under water cooling according to normal shutdown procedures.	PWR	Operational	955	1980		?	Fuel transfer system	1		?	0.0	10.0
126	2009-08-27	126	126	126	Sosnovyy-Bor, Russia	57.1886751	55.1215163	Russia	Energy	Plant	LENINGRAD	3	2	0.0	1 to 2	EE	A crack developed in the discharge accumulator of the reactor's feed pump forced the reactor to be shutdown for extended repairs, restart after one year.	LWGR	Operational	1000	1979	no significant safety relevance	0	Feed pump	2		?T	10.0	400.0
127	2009-08-19	127	127	127	Burlington, United States	44.4723989	-73.2114941	United States	Energy	Plant	WOLF CREEK	Single	2		2		Complete loss of offsite power to the two essential 4 kV bus transformers for about 49 seconds due to lightning strike on a nearby substation, resulting in a turbine trip and subsequent reactor trip sinc all reactor coolant pumps tripped on under-frequency.	PWR	Operational	1285	1985		1		3		T	10.0	15.0
129	2009-07-30	129	129	129	Braidwood, United States	41.2650318	-88.2122823	United States	Energy	Plant	BRAIDWOOD	2	2		1		"After a switching procedure from a system to a unit auxiliary transformer, one reactor coolant pump tripped unexpectedly due to over-current which resulted in a reactor trip and subsequently in a turbine generator trip that caused transformers to become de-energized, which in turn caused remaining three reactor coolant pumps to trip off due to loss of power to their busses. Following this ""loss of offsite power situation"" emergency diesels were started and loaded the safety related busses and allowed the auxiliary feedwater pumps to be operated. Since some non-safety-related equipment was not available, the operators used a ""feed&bleed"" mode of pumping water into the steam generator and removing the steam through relief valves to the atmosphere. After more than half a day the reactor coolant pressure was low enough to place the residual heat removal system in the shut down cooling mode."	PWR	Operational	1230	1988		1		2		H	10.0	20.0
131	2009-07-12	131	131	131	Forked River, United States	39.8398413	-74.1901399	United States	Energy	Plant	OYSTER CREEK	Single	2		2		Loss of offsite power due to a lightning strike and caused short circuits, resulted in opening of generator output breakers, fast closure of turbine control valve and, finally,  reactor scram. De-energization of the safety-related 4 kV busses caused a pressure increase of the reactor coolant system (RCS), controlled by opening of electromatic relief valves, followed by initiation of both isolation condensers. The main feed pumps, powered from non-safety-related busses, tripped while both emergency diesel generators started and allowed the operators to start the second control rod drive pump to feed cooling water into the RCS to restore the reactor pressure vessel water level. The short interruption of power for the reactor protection system caused primary and secondary containment isolations, including closure of the main steam isolation valves. Besides unsuccessful attempts to early restore offsite power to all safety-related buses and placing the emergency diesel in a standby status, the response to this event was basically as designed.	BWR	Operational	652	1969		1		3		T	5.0	10.0
135	2009-03-26	135	135	135	Daisy, United States	42.0559243	-74.0876402	United States	Energy	Plant	SEQUOYAH	1,2	2		1		Partial loss of offsite power after loss of Common Station Service Transformer results in dual-unit reactor trips and extended loss of offsite power to a safety bus in each unit; all four emergency diesel generators automatically started and systems functioned as designed; reactor coolant system temperatures were controlled by steam generator atmospheric relief valves.	PWR	Operational	1221;1200	1980;1981	interesting precursor	1		3		T	10.0	20.0
137	2009-02-25	137	137	137	Seabrook, United States	29.5633199	-95.019723	United States	Energy	Plant	SEABROOK	1	?		1		An inadequate design of the cooling water flange of the emergency diesel generator (EDG) B resulted in a cooling water leak during a routine test and operators secured the affected EDG without completing the test.	PWR	Operational	1296	1990	minor safety significance	0	EDG	1	Inadequate design	H	0.0	1.0
139	2008-11-03	139	139	139	Morris, United States	38.6908906	-96.6707526	United States	Energy	Plant	DRESDEN	3	0?		1		Failure to prevent inadvertent, uncontrolled control rod withdrawal by non-licensed operators during maintenance activities.	BWR	Operational	935	1971	attested low to moderate safety significance (WHITE via SDP evaluation)	?		1		H	0.0	0.0
140	2008-11-02	140	140	140	Palo, United States	47.4152054	-92.2596249	United States	Energy	Plant	DUANE ARNOLD	1	2		1		Emergency diesel genenator B output breaker tripping under full load conditions during monthly surveillance test	BWR	Operational	624	1974	no immediate safety concern attested	0	EDG	1	Inadequate maintenance	H	0.0	1.0
142	2008-09-20	142	142	142	Bridgman, United States	41.9430986	-86.5569659	United States	Energy	Plant	COOK	1	2		1		"Main turbine and generator were damaged by severe turbine vibrations caused by broken low-pressure turbine blades. Reactor manually tripped and all major safety systems functioned as designed. Fire caused by leaking hydrogen, extinguished after roughly 20 minutes; ""unusual event"" terminated after about 8 hours."	PWR	Operational	1131	1975	good example of well controlled event	0		2		T	1250.0	1450.0
144	2008-09-11	144	144	144	Monticello, United States	38.01032755	-78.4523439044681	United States	Energy	Plant	MONTICELLO	Single	2		1		A cable fault tripped the transformer which supplied power to the site. This resulted in a loss of off-site power to some plant equipment and other equipment problems in safety-related systems; the plant was automatically shut down.	BWR	Operational	691	1971		?		2		T	15.0	25.0
145	2008-08-28	145	145	145	Tihange, Belgium	50.527586	5.259369	Belgium	Energy	Plant	TIHANGE	1		1.0	1	WE	Maintenance operations revealed that one out of two fans, for the management of air, was not functioning, due to incomplete replacement of the electrical control device; no direct safety relevance.	PWR	Operational	1009	1975		0	Containment	1	Improper maintenance	H	0.0	0.0
146	2008-06-08	146	146	146	Philippsburg, Germany	49.2358053	8.4563825	Germany	Energy	Plant	PHILIPPSBURG	1	1	1.0	1	WE	Leakage between containment and lining identified by a pressure test at the end of start up process after revision, caused by permutation of circuit points in measuring lines after replacement.	BWR	Permanent Shutdown	926	1979	impairment of safety function of containment - clearly no significant contribution to CCDP	0				H	8.0	10.0
148	2008-06-24	148	148	148	Daeniken, Switzerland	47.3548647	7.9811789	Switzerland	Energy	Plant	GOESGEN	Single	1	1.0		WE	On reentry after the 2008 revision deadline, two safety-relevant rectifiers had failed. The plant continued its approach after the disturbance had been rectified, although the cause of the double failure was not known. Thus, it has violated a central principle of safety. In addition, the Gösgen NPP reported the incident to ENSI only in March 2009.	PWR	Operational	1060	1979	INES 1 according to “non-safety-oriented handling of a multiple failure by the same error mechanism (common mode failure)”.	1		1		T	0.0	1.0
149	2008-06-04	149	149	149	Krsko, Slovenia	45.9573785	15.4933729	Slovenia	Energy	Plant	KRSKO	Single	2	0.0	1	EE	Safe shut down of plant after a primary circuit leak was detected, and coolant spilled into the containment; no damage to the core, no release to the environment; repair within days.	PWR	Operational	727	1981		1		1		T	5.0	10.0
150	2008-10-04	150	150	150	Narora, India	28.19595	78.3859544	India	Energy	Plant	NARORA	1	2	1.0	1	A	One instrumented relief valve (IRV) of the primary heat transport (PHT) system opened spuriously due to the failure of its actuator diaphragm. This resulted in hot PHT coolant entry to bleed condenser (BCD) and automatic reactor trip on 'PHT system pressure very low'. Automatic start of standby pressurizing pump but on observing rise in BCD pressure, operator manually stopped that pump and all the four running primary circulating pumps in contravention of operating procedures. Finally emergency core cooling system (ECCS) injected heavy water as PHT pressure dropped below set point, etc. (see ref. for further mechanisms). Emergency was declared and lifted after normalizing the plant status roughly 4 hours later.	PHWR	Operational	220	1989	INES 1 due to some design and operational deficiencies - interesting precursor. Human error did not have a strong impact on course of events.	1		1		T	0.0	10.0
155	2008-02-26	155	155	155	Florida City, United States	25.4480101	-80.479102	United States	Energy	Plant	TURKEY POINT	3,4	2		1		Both reactors were tripped from 100% power when both channels of the safety-related 4 kV bus undervoltage relays actuated, following a momentary grid voltage disturbance. Concurrently, the unit 4 (non safety-related) C bus de-energized and tripped the 4B steam generator feed pump. Auxiliary feedwater pumps started on both units when the steam generator narrow levels dropped below 10%. Offsite electrical power remained available to implement Emergency Operating Procedures and emergency diesel generators did not auto start because of the short duration of the grid voltage disturbance. Thus, the plant response was as designed with one minor complication, the inadvertent actuation of the auxiliary feedwater system on unit 4.	PWR	Operational	829	1972;1973	minimal safety significance acc to NRC	?		2?		T	15.0	19.0
157	2007-08-21	157	157	157	Beznau, Switzerland	47.5541696	8.22971081400155	Switzerland	Energy	Plant	BEZNAU	1		1.0		WE	There was a combined unavailability of emergency diesel generators.	PWR	Operational	380	1969		1		?		?	0.0	0.0
158	2007-06-28	158	158	158	Brunsebuttel; Geesthacht, Germany			Germany	Energy	Plant	BRUNSBUETTEL; KRUEMMEL	Single,Single	2	0.0	1	WE	"Short circuit occurred during maintenance work at Brunsbüttel; grid connection failed; disconnected from the grid and manually shut down; fire in the turbine building, cracks detected in pipe coverings. 30 minutes of electricity supply interruptions in the Hamburg area effecting traffic lights and all underground trains. Reconnected to grid on 1 July. 

Brunsbüttel may have triggered (grid-facilitated trip) short circuit in transformer at Krummel, resulting in burning transformer oil. Fire controlled. Failure of the internal power supply; Reactor manually shut down.  Expert inspection found that one of the pumps which supply water to the reactor had shut down unexpectedly, and two safety and relief valves had opened accidentally. The result was that the water level and the pressure in the reactor fell quickly. Balanced by switching on a reserve supply system. Operational data missing ; police investigation for violation of procedure ; intense political criticism of information handling. Restart June 2009.

Context: Germany's long-running ideological battle over the planned phasing out of nuclear energy by 2020.
After the 2007 accidents in Kruemmel (and Brunsbuettel, which is still off-line) the company lost already some 250,000 customers in Northern-Germany.

Following market deregulation and a higher retail churn--coupled with the nuclear outages at two of Vattenfall's German reactors--Vattenfall lost about 250, 000 customers in Germany in 2007.

Spent €300 million ($420 million) upgrading the plant post 2007 incident. [a124-a127]

[a124, a125, a126]"	BWR	Permanent Shutdown	1402;806	1983;1976		1		2;3		H?	2014.0	2405.0
